,GHO (CODE),GHO (DISPLAY),YEAR (DISPLAY),DIMENSION (TYPE),DIMENSION (CODE),Numeric,Value
15663,MORT_100,Number of deaths,2011,SEX,SEX_BTSX,4631.73145,4631.73145
15664,MORT_200,Deaths per 1 000 live births,2012,AGEGROUP,AGEGROUP_DAYS0-27,0.41354,0.4
15665,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2020,AGEGROUP,AGEGROUP_YEARSALL,7.5,7.5 [7.3-7.8]
15666,NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),2017,SEVERITY,SEVERITY_MODERATE,25.4,25.4 [18.9-31.8]
15667,MORT_100,Number of deaths,2008,SEX,SEX_BTSX,8130.49309,8130.49309
15668,MALARIA_EST_MORTALITY,Estimated malaria mortality rate (per 100 000 population),2016,,,1.79074,1.79 [0.81-31.89]
15669,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1990,SEX,SEX_MLE,41.04844,41.0 [38.0-43.9]
15670,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1980,SEX,SEX_BTSX,1.1,1.1 [0.9-1.3]
15672,GHED_CHEGDP_SHA2011,Current health expenditure (CHE) as percentage of gross domestic product (GDP) (%),2007,,,3.52,3.52
15673,NCD_CCS_UrineAlbumin,General availability of urine testing for albumin,2017,,,0.0,Yes
15674,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",1992,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,3.6,3.6 [3.1-4.1]
15675,CM_02,Number of infant deaths,1970,SEX,SEX_MLE,1557716.0,1 557 716 [1 478 492-1 641 104]
15676,NCD_PAC,Prevalence of insufficient physical activity among adults aged 18+ years (crude estimate) (%),2001,SEX,SEX_BTSX,21.85401,21.9 [15.4-29.5]
15677,FINPROTECTION_IMP_NPRELPL_POP,"Population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",1995,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,1.17,1.17
15678,MDG_0000000001,Infant mortality rate (probability of dying between birth and age 1 per 1000 live births),2002,SEX,SEX_MLE,61.61173,61.6 [59.0-64.3]
15679,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2020,SEX,SEX_FMLE,8.0,8.0 [7.3-8.8]
15680,MH_12,Age-standardized suicide rates (per 100 000 population),2000,SEX,SEX_MLE,20.9008,20.9 [15.4-24.5]
15682,HWF_0015,Pharmacists  (number),2012,,,630766.0,630 766
15683,FINPROTECTION_IMP_NP190_POP,Population  pushed below the $1.90 a day  poverty line by household  health expenditures (%),2009,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,4.63,4.63
15684,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2014,SEVERITY,SEVERITY_MILD,81300.0,81300 [73000-88300]
15685,MORT_100,Number of deaths,2003,SEX,SEX_BTSX,3480.20524,3480.20524
15686,SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2016,SEX,SEX_MLE,50.3926,50.4 [47.0 - 53.6]
15687,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",2018,SEX,SEX_FMLE,1.0,1.0 [0.9-1.1]
15689,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2015,SEX,SEX_MLE,23.9,23.9 [23.2-24.7]
15690,MORT_MATERNALNUM,Number of maternal deaths,2007,,,63245.92286,63 246 [56 807-73 840]
15691,MORT_200,Deaths per 1 000 live births,2006,AGEGROUP,AGEGROUP_MONTHS1-59,1.23612,1.2
15692,SA_0000001751,"Alcohol, average daily intake in grams among drinkers, three-year average",2017,SEX,SEX_FMLE,16.34835,16.3 [8.3 - 25.0]
15693,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1997,SEX,SEX_FMLE,28.06075,28.1 [25.3-30.9]
15694,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2014,AGEGROUP,AGEGROUP_MONTHS48-59,43.1,43.1
15695,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",2013,SEX,SEX_FMLE,23.23176,23.2 [22.3-24.1]
15696,SDGSUICIDE,Crude suicide rates (per 100 000 population),2018,SEX,SEX_FMLE,10.9781,11.0 [8.7-13.7]
15697,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2006,AGEGROUP,AGEGROUP_MONTHS0-5,30.5,30.5 [28.7-32.4]
15698,MORT_100,Number of deaths,2013,SEX,SEX_BTSX,169735.73805,169735.73805
15699,MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,2019,,,113969785.0,113 969 785
15700,SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2008,SEX,SEX_FMLE,7.43648,7.4 [6.6 - 8.4]
15701,GHED_OOPSCHE_SHA2011,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),2014,,,67.01,67.01
15702,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2020,SEX,SEX_FMLE,29.9,29.9 [29.2-30.5]
15703,CM_01,Number of under-five deaths,1979,SEX,SEX_BTSX,4168417.0,4 168 417 [4 008 404-4 330 677]
15704,WHOSIS_000003,Neonatal mortality rate (per 1000 live births),1972,SEX,SEX_BTSX,83.46313,83.5 [77.1-90.4]
15706,DEATHADO,Number of deaths among adolescents (10 to 19 years of age),2014,SEX,SEX_MLE,70105.0,70 105 [64 521-75 717]
15707,SA_0000001688,"Alcohol, total per capita (15+) consumption (in litres of pure alcohol) (SDG Indicator 3.5.2), three-year average",2017,SEX,SEX_FMLE,1.5475,1.5 [0.8 - 2.4]
15708,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2021,SEX,SEX_MLE,4.8871,4.9 [4.2-5.7]
15709,SDGSUICIDE,Crude suicide rates (per 100 000 population),2019,SEX,SEX_BTSX,12.6863,12.7 [9.2-16.2]
15710,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2015,SEX,SEX_FMLE,21.0,21.0 [20.0-22.0]
15711,PHE_HHAIR_PROP_POP_CLEAN_FUELS,Proportion of population with primary reliance on clean fuels and technologies for cooking (%),1993,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,14.1,14.1 [5.7-26.1]
15712,MORT_200,Deaths per 1 000 live births,2005,AGEGROUP,AGEGROUP_MONTHS1-59,0.18725,0.2
15713,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",1992,,,19.7,19.7
15714,SA_0000001747,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), three-year average",2015,,,2.97878,3.0 [1.4 - 4.5]
15715,NCD_PAC_ADO,Insufficiently active (crude estimate),2010,SEX,SEX_MLE,73.76645,73.8 [66.7-79.8]
15716,SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2013,SEX,SEX_FMLE,20.84967,20.8 [18.8 - 23.2]
15717,MORT_100,Number of deaths,2019,SEX,SEX_BTSX,36910.57631,36910.57631
15718,MORT_200,Deaths per 1 000 live births,2004,AGEGROUP,AGEGROUP_YEARS0-4,3.55304,3.6
15719,SA_0000001461,"Alcohol dependence (15+ ), 12-month prevalence (%) with 95%CI",2016,SEX,SEX_FMLE,0.0,0.4
15720,SA_0000001413,"Alcohol, consumers past 12 months (%), age-standardized",2001,SEX,SEX_BTSX,24.80993,24.8 [22.7 - 27.0]
15721,SA_0000001739,"Alcohol, heavy episodic drinking (15+) past 30 days (%), age-standardized",2000,SEX,SEX_FMLE,4.20428,4.2 [3.8 - 4.7]
15722,M_Est_cig_curr,Estimate of current cigarette smoking prevalence (%),2007,SEX,SEX_BTSX,11.3,11.3 [9.1-13.4]
15723,NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2020,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,29.6,29.6 [28.9-30.2]
15724,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2017,SEX,SEX_FMLE,34.0,34.0
15725,RSUD_630,Programmes readily available,2014,PROGRAMME,PROGRAMME_CONDOM_DISTRIBUTION,0.0,Yes
15726,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,2004,,,24.92,24.92
15727,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2000,SEX,SEX_BTSX,1.81537,1.8 [1.6-2.1]
15728,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years),2016,SEX,SEX_MLE,13.26141,13.3 [12.7-13.7]
15729,NCD_GLUC_04,Raised fasting blood glucose (>=7.0 mmol/L) (age-standardized estimate),1981,SEX,SEX_BTSX,4.3,4.3 [2.2-7.2]
15730,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2020,SEX,SEX_FMLE,8.2,8.2 [7.4-9.0]
15731,MORT_300,Distribution of causes of death among children aged < 5 years (%),2007,AGEGROUP,AGEGROUP_DAYS0-27,0.07681,0.1
15732,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2017,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,1.2,1.2
15733,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2006,,,1.9,1.9 [1.7-2.1]
15734,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%),2017,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,66.0009,66
15735,MORT_300,Distribution of causes of death among children aged < 5 years (%),2002,AGEGROUP,AGEGROUP_DAYS0-27,0.06729,0.1
15736,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),2018,SEX,SEX_FMLE,37.02782,37.0 [34.5-39.7]
15737,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1971,SEX,SEX_BTSX,211.3984,211.4 [201.8-221.7]
15738,NUTRITION_ANT_WHZ_NE2,"Overweight prevalence among children under 5 years of age (% weight-for-height >+2 SD), survey-based estimates",2006,SEX,SEX_FMLE,2.1,2.1 [1.7-2.6]
15740,PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2004,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,25.8,25.8 [15.9 - 37.5]
15742,CM_01,Number of under-five deaths,1995,SEX,SEX_MLE,1509027.0,1 509 027 [1 452 902-1 568 218]
15743,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",2008,SEX,SEX_BTSX,3.06599,3.1 [2.9-3.3]
15744,RSUD_590,Prevention programmes for specific populations for alcohol,2014,RSUDSPECIFICPOPULATION,RSUDSPECIFICPOPULATION_MINORITY_GROUPS,0.0,Yes
15745,UHC_SCI_CAPACITY,UHC Service Coverage sub-index on service capacity and access,2000,,,59.81793,60
15746,PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2007,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,1.8,1.8 [0.3 - 5]
15747,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2013,SEX,SEX_MLE,6.36837,6.4 [5.8-6.9]
15749,PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2008,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,716.48042,716.48 [633.81 - 773.26]
15750,SA_0000001409,"Alcohol, abstainers lifetime (%), age-standardized",2006,SEX,SEX_MLE,56.94098,56.9 [53.9 - 59.8]
15752,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",1963,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,0.0,0
15753,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2020,AGEGROUP,AGEGROUP_MONTHS12-59,38.1,38.1 [37.7-38.5]
15754,NCD_GLUC_01,Mean fasting blood glucose (mmol/l) (age-standardized estimate),2005,SEX,SEX_FMLE,5.42707,5.43 [5.24-5.61]
15755,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2003,SEVERITY,SEVERITY_MODERATE,76900.0,76900 [61400-92600]
15756,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),2004,SEVERITY,SEVERITY_MILD,64500.0,64500 [57500-70600]
15757,WHOSIS_000015,Life expectancy at age 60 (years),2001,SEX,SEX_FMLE,18.60471,18.6 [18.4-18.8]
15758,MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,2000,,,86790375.0,86 790 375
15759,MORT_300,Distribution of causes of death among children aged < 5 years (%),2006,AGEGROUP,AGEGROUP_YEARS0-4,0.00203,0
15760,NCD_GLUC_03,Raised fasting blood glucose (>= 7.0 mmol/L) (crude estimate),1987,SEX,SEX_BTSX,4.0,4.0 [2.6-5.9]
15761,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18 (crude estimate) (%)",1995,SEX,SEX_MLE,36.57726,36.6 [34.2-39.0]
15762,GHED_GGHE-DCHE_SHA2011,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE) (%),2004,,,17.98,17.98
15763,CM_02,Number of infant deaths,2001,SEX,SEX_MLE,949288.0,949 288 [909 882-989 136]
15764,NCD_CCS_CholMsmt,General availability of total cholesterol measurement at the primary health care level,2015,,,0.0,Don't know
15765,MORT_MATERNALNUM,Number of maternal deaths,2019,,,27448.108,27 448 [25 525-29 037]
15766,W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors,2016,,,0.0,Yes
15767,CM_01,Number of under-five deaths,2010,SEX,SEX_BTSX,1545197.0,1 545 197 [1 475 341-1 622 767]
15768,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years),2010,SEX,SEX_BTSX,57.90738,57.9 [57.2-58.7]
15769,NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),2018,SEVERITY,SEVERITY_MILD,25.8,25.8 [21.8-28.7]
15770,MORTADO,Adolescent mortality rate (per 1 000 age specific cohort),2011,SEX,SEX_BTSX,3.83157,3.8 [3.3-4.3]
15771,NUTRITION_ANT_HAZ_NE2,"Stunting prevalence among children under 5 years of age (% height-for-age <-2 SD), survey-based estimates",2020,SEX,SEX_FMLE,37.3,37.3 [36.3-38.3]
15772,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),2019,,,91.0,91
15773,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5),1997,SEX,SEX_BTSX,10.48481,10.5 [10.1-10.9]
15774,MORT_300,Distribution of causes of death among children aged < 5 years (%),2011,AGEGROUP,AGEGROUP_YEARS0-4,0.0736,0.1
15775,M_Est_smk_curr_std,Estimate of current tobacco smoking prevalence (%) (age-standardized rate),2015,SEX,SEX_MLE,19.8,19.8 [15.7-23.9]
15776,CM_02,Number of infant deaths,2016,SEX,SEX_FMLE,412745.0,412 745 [388 204-437 597]
15777,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_WINE,0.00287,0
15778,RSUD_460,Access restrictions to maintenance treatment,2014,RSUDMAINTENANCEACCESSRESTRICTIONS,RSUDMAINTENANCEACCESSRESTRICTIONS_RESTRICTION_ON_THE_DURATION_OF_OPIOID_DEPENDENCE,0.0,Yes
15779,W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging,2018,,,85.0,85
15780,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",1981,SEX,SEX_FMLE,1.1,1.1 [0.8-1.3]
15782,PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies for cooking, by fuel type (in millions)",2017,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,720.47891,720.48 [470.05 - 969.57]
15783,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2020,SEX,SEX_MLE,5.9,5.9 [5.3-6.5]
15784,W16_number_hw_B,How many health warnings are approved by the law for other smoked tobacco packaging?,2010,,,2.0,2
15785,TB_ret_nrel,"Previously treated  cases, excluding relapse",2003,,,115871.0,115871
15786,FINPROTECTION_CATA_TOT_10_POP,"Population with household spending on health greater than 10% of total household budget (SDG 3.8.2, reported data) (%)",2017,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,17.61,17.61
15787,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",2016,SEX,SEX_FMLE,25.47125,25.5 [24.5-26.5]
15788,MORT_300,Distribution of causes of death among children aged < 5 years (%),2010,AGEGROUP,AGEGROUP_YEARS0-4,0.06877,0.1
15790,NUTRITION_WH_2,"Wasting prevalence among children under 5 years of age (% weight-for-height <-2 SD), survey-based estimates",2017,HOUSEHOLDWEALTH,HOUSEHOLDWEALTH_TOTL,17.3,17.3
15791,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",2020,SEX,SEX_FMLE,7.65472,7.7 [6.5-9.0]
15792,SA_0000001400,"Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol), by beverage type",2001,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,0.06021,0.1
15793,WHOSIS_000015,Life expectancy at age 60 (years),2008,SEX,SEX_BTSX,17.71519,17.7 [17.5-17.9]
15794,MORT_300,Distribution of causes of death among children aged < 5 years (%),2005,AGEGROUP,AGEGROUP_YEARS0-4,0.00254,0
15795,MDG_0000000007,Under-five mortality rate (probability of dying by age 5 per 1000 live births),1981,SEX,SEX_MLE,158.4728,158.5 [152.1-164.8]
15796,NUTRITION_WH_3,"Severe wasted prevalence among children under 5 years of age   (% weight-for-height <-3 SD), survey-based estimates",2014,AGEGROUP,AGEGROUP_MONTHS9-11,5.8,5.8
15797,RSUD_420,Guidelines on pharmacological treatment for substance use disorders,2014,,,0.0,Yes
15798,PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",2020,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,0.1,0.1 [0 - 0.7]
15799,AIR_7,Ambient air pollution attributable DALYs,2019,SEX,SEX_FMLE,2147166.379,2 147 166 [940 026-3 876 993]
15800,MORT_200,Deaths per 1 000 live births,2007,AGEGROUP,AGEGROUP_MONTHS1-59,1.6847,1.7
15801,NCD_CHOL_MEANNONHDL_A,"Mean Non-HDL cholesterol, age-standardized",1991,SEX,SEX_MLE,3.3,3.3 [3.2-3.5]
15802,NUTRITION_WA_2,"Underweight prevalence among children under 5 years of age   (% weight-for-age <-2 SD), survey-based estimates",2015,SEX,SEX_MLE,36.5,36.5 [35.3-37.8]
15803,CM_02,Number of infant deaths,1994,SEX,SEX_BTSX,2147459.0,2 147 459 [2 072 816-2 224 960]
15804,CM_02,Number of infant deaths,2022,SEX,SEX_FMLE,279691.0,279 691 [245 750-316 478]
15805,MORT_200,Deaths per 1 000 live births,2015,AGEGROUP,AGEGROUP_DAYS0-27,0.20725,0.2
15806,NCD_CCS_alteplase,General availability of alteplase for acute stroke management in the public health system,2021,,,0.0,Yes
15807,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1991,SEX,SEX_FMLE,6.93519,6.9 [6.2-7.7]
15808,SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2004,SEX,SEX_MLE,8.33323,8.3 [7.5 - 9.3]
15809,PHE_HHAIR_PROP_POP_CATEGORY_FUELS,"Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)",1996,RESIDENCEAREATYPE,RESIDENCEAREATYPE_TOTL,0.1,0.1 [0 - 0.8]
15810,NCD_PAA,Prevalence of insufficient physical activity among adults aged 18+ years (age-standardized estimate) (%),2012,SEX,SEX_BTSX,36.22259,36.2 [30.6-42.1]
15811,NCD_UNDER70,Premature deaths due to noncommunicable diseases (NCD) as a proportion of all NCD deaths,2016,SEX,SEX_FMLE,51.7161,51.7 [43.8-58.6]
15812,RSUD_570,Groups and agencies involved in prevention programs,2014,GROUP,GROUP_NGOS,0.0,Yes
15813,MORT_300,Distribution of causes of death among children aged < 5 years (%),2004,AGEGROUP,AGEGROUP_DAYS0-27,8e-05,0
15814,SA_0000001414,"Alcohol, former drinkers (%), age-standardized",2001,SEX,SEX_BTSX,7.54236,7.5 [6.7 - 8.4]
15815,NCD_CHOL_MEANTOTALCHOL_A,"Mean total cholesterol,  age-standardized",1984,SEX,SEX_FMLE,4.3,4.3 [3.8-4.8]
15816,W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark,2018,,,0.0,No
15817,P7_pubs,National smoking ban in PUBS AND BARS,2014,,,0.0,No
15818,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%),2014,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,70.05995,70
